#stream_file,packet_series_counter,packet_number,packet_time_relative,packet_tcp_stream,packet_header_data,packet_type,decryption_key_milliseconds,decryption_key_depth,decryption_key
ddpkg/stream81-marked.pcapng,3,11991,1608.719443000,9,d16a2b7229a9dbacf6d765b13cd952a5,login,,,
ddpkg/stream81-marked.pcapng,0,12099,1616.776515000,10,ec8eae8cb6a9d42b0365b4c834446d51,game-select,,,
ddpkg/stream81-marked.pcapng,1,12836,1683.852439000,14,caa12757d69ed72ba8756fca6bfaa49b,game-select,,,
ddpkg/stream81-marked.pcapng,2,132,15.186853000,2,befbc3cb342dd94f20ec8ac8aedc53f1,game-select,,,
ddpkg/stream81-marked.pcapng,3,1576,265.148508000,6,35827a599a32571240900ee984d4722b,game-select,,,
ddpkg/stream81-marked.pcapng,0,12209,1626.325479000,11,443893641be4b83854a2a56445b31403,game,,,
ddpkg/stream81-marked.pcapng,1,12948,1692.185624000,15,1dab4d5b159f09040e33c20b559e43b3,game,,,
ddpkg/stream81-marked.pcapng,2,245,24.165324000,3,166d1be7331e57bef6846aff1253bba1,game,,,
ddpkg/stream81-marked.pcapng,3,1687,274.346287000,7,793a3265f1c47a257c27ccfbbfc455d5,game,,,
ddpkg/stream82-marked.pcapng,0,10157,145.166561000,11,2690248cef89dfcf743921a2ed98c64e,login,5151,2469,GHb2On7dHYD1haDfa9xbGCQlroyilCyg
ddpkg/stream82-marked.pcapng,1,11517,436.165440000,15,4558be12054d1872d02af2b3732033ec,login,,,
ddpkg/stream82-marked.pcapng,2,9938,101.254746000,9,8c66251ce1c3f389042f18930bd13655,login,5151,400,c1Waaw4GyuUpEpV_-77bAJNQfKhqFNTU
ddpkg/stream82-marked.pcapng,0,10054,140.199503000,10,7eba88de0a77d5bbd4fdda7516664933,game-select,5151,2146,D_HAAdLv1OrztVUxgqciLpTQV8dOGzrw
ddpkg/stream82-marked.pcapng,1,10184,149.233699000,12,e68eb5f08190f65e32124460d965234d,game-select,5151,3012,uQoDhGPElS8gk15UiudhmF7VWRKWm9p3
ddpkg/stream82-marked.pcapng,2,11625,444.897209000,16,8476d13f77a485490fd95be09c58ee12,game-select,,,
ddpkg/stream82-marked.pcapng,0,10296,158.618548000,13,b493c55cdd3d15d45477f43148427a5d,game,5151,3372,7Ezy82NjWfCzo0S9O399S-SK4NFlrcHY
ddpkg/stream82-marked.pcapng,1,11735,453.298993000,17,8b941bd064064f692a7c071b7ac3d83e,game,,,
ddpkg/stream83-remarked.pcapng,0,22,3.274565000,1,3b440b4e0e65f4d73322e9f37c0d73ad,login,,,
ddpkg/stream83-remarked.pcapng,1,1266,144.585592000,5,7bde362b78338d8098d99fc74fbe914b,login,,,
ddpkg/stream83-remarked.pcapng,0,129,9.712503000,2,910a4b6e71180ed2d1a5437e991bb72e,game-select,,,
ddpkg/stream83-remarked.pcapng,1,1373,154.111338000,6,96091cd4a0d46e13d5e7ec861a954837,game-select,,,
ddpkg/stream83-remarked.pcapng,0,246,20.595887000,3,67315b33e530d5c57e13e202058f73e5,game,,,
ddpkg/stream83-remarked.pcapng,1,1484,162.055733000,7,0b0ecfaab60f9e7b728583e2f1ea2565,game,,,
ddpkg/stream84-epi4-3-marked.pcapng,0,22,2.521147000,1,c71937ca8567a6738f5f160268e2d804,login,,,
ddpkg/stream84-epi4-3-marked.pcapng,1,1527,179.932657000,4,7347b73667c05be31f2c05f5144bdca0,login,,,
ddpkg/stream84-epi4-3-marked.pcapng,0,133,13.298751000,2,3f6d97b7f44fdab6d4a958230066bda1,game-select,,,
ddpkg/stream84-epi4-3-marked.pcapng,1,1638,197.492770000,5,b82dd8d5bce926ed123bfd73d0672916,game-select,,,
ddpkg/stream84-epi4-3-marked.pcapng,0,246,21.731007000,3,ddaac82a623af08a75d9494a84f1b078,game,,,
ddpkg/stream84-epi4-3-marked.pcapng,1,1748,205.791530000,6,de81e2b4f46892a6bf7e4f9bd2d452cd,game,,,
ddpkg/stream85-marked.pcapng,0,9925,298.333213000,9,06d8d384a2d09b2929ed24156692e2d3,login,4990,3799,J2g4pE2_heyqIAengWy0N6D1SEklxz8I
ddpkg/stream85-marked.pcapng,0,10032,307.351000000,10,179522096dfda401fa4183a4c6b6058b,game-select,4990,5204,N5ee3Ra0KBZ-UVELDmKRnhe8wqWvWEm7
ddpkg/stream85-marked.pcapng,0,10142,316.518028000,11,672b402620bbb068a9b673010243de55,game,4990,5558,hkNnBgyXz40de6kX3vkmAWGvatldB-Pp
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,0,4831,1379.881614000,10,f59adbed01fc8c6b7026445c1682be57,login,,,
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,1,5029,1402.895870000,12,aac53727c08282119bfb9810174fff60,login,,,
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,2,169,272.672927000,7,f5b9dd7d31cf79c069c36657698f000a,login,5025,2469,xjHuxmupDxXebJStnsS2gIixY2c4fgUp
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,0,4948,1393.841031000,11,4376029e2b5adcffffd8400e53956d7e,game-select,,,
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,1,5096,1513.335467000,13,e1ad7c601bfd9311b1374c84a84f95df,game-select,,,
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,2,285,302.376565000,8,cbeb0b9002cf91c114688035892f282c,game-select,5025,4097,E-pksmlfoN6r3_TIBDUPdjpB9gVFZQzu
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,0,5187,1524.125654000,14,0c86658bcc1f936377b1c34ea3b3fc0c,game,,,
ddpkg/stream86-bonusdungeons-lastdays-marked.pcapng,1,387,313.181158000,9,89e5b32f75c5648b48615429caf9d763,game,5025,4455,c3htC2eZ7uDsZBxhxHZilZCw5qGJiQQa
ddpkg/stream9-treasurelot-marked.pcapng,0,22,2.410223000,1,7619906ac8715754e5b0c7722c24d657,login,,,
ddpkg/stream9-treasurelot-marked.pcapng,1,1100,71.415302000,8,0389c68e4ec0c2b2ba29c74955bc9e21,login,,,
ddpkg/stream9-treasurelot-marked.pcapng,0,129,11.317361000,2,17ed788626395b14179d53a487596801,game-select,,,
ddpkg/stream9-treasurelot-marked.pcapng,1,1207,80.982814000,9,1ce12132cd22f9e439b123c2d885b299,game-select,,,
ddpkg/stream9-treasurelot-marked.pcapng,0,1319,92.750598000,10,1acab16295b748d89bf50c943ef29dff,game,,,
ddpkg/stream9-treasurelot-marked.pcapng,1,239,19.418381000,3,be749b6b3a8e508c04c13bd02f110c9d,game,,,
